PK_CLIENTES;PK_LOCALIDADE;PK_TEMPO;QUANTIDADE;VALOR_TOTAL;VALOR_DE_VENDA
0e7a16197915ff24912b2992e5ba2bb2eafebd9f78ad74de3ec3d7644ee2a799;2a113f122b353e23af04afb733720b30c52fea07a8dbb6b09e6885f2bda9d3c6;8533b5e685fa4d3728a185ae7465c33297ee30fe7c03541aad4fe03776094acd;9;5895.11;3406.2992308
c1ec72f8c447417a8f86d793302c04a8e58048d2d19f5d32f65fd738f5382ed0;7946dda4d92ecc8a40bafa657a8326338fd9aa5eea31d7d69262a405c53e0ec8;715e695b25109fb45eee05e3a9c7ba9a3f612c00ce66dbd8da28bb139f22945b;5;35651.22;1499.0969381300001
d4131362e3cff6c8c866a1f0cf841692b1c34d001546b00743340a4836d92865;f2bab0afbafa075b8a6bc55d3a6b9985531cc00d57b8e22f92438dfce6ce501a;2991314aaf657841d11c5bac8b83fdcb8a481f9da7179a6c338fe000451b9622;2;1756.21;256.4033333
1e114714f9863b63fb5298cfe5a8737aeac0d0f4d9b4efd2117fa7e366e2818a;718211164a0b6e6a824a5b3c8e5ab93a8bcebb67c6e79c309062a3ff27390d63;c5e5c3e1da7ab144daac73c620f00e9cb0c8c491fe078fe2174e0b302626815b;1;237.16;237.16
9e73969da3ca3ad9fbd5d643ddceea78c932e29cf626bf30d153fc75b2cff1f2;0e401d1755714faf774d38c42ae2a7c5c84553ba06e6628003bab6f7a9bd858f;46a9ba0dc2f4562c36addf02ac5fe8225b22a10dd24d717d32d7c98ae264fcca;1;432.71;432.71
beb71566a6fe2109452becd0013e4ba9167e2bf89c14867d26156cdf1eb167eb;fbfc2229f009c1acae6926529dceddbff27a5af0e38587287061b6fb3a843df1;9edfc49be96994d562dcee426268f7817068e4b344204bc5ebe692d8b3034f0e;5;4516.58;1919.4025
beb71566a6fe2109452becd0013e4ba9167e2bf89c14867d26156cdf1eb167eb;fbfc2229f009c1acae6926529dceddbff27a5af0e38587287061b6fb3a843df1;aa51d6d1cfa2527637d373591ad9dea1fd0864e4c2d0165aedf7c1eff3986582;1;344.58;114.86
445cab963fb1cdd1acee325f7c12d45300f52212d318895816660346aaeaa4f0;c135ed7691c62c5466cc6b39772d1ac4ef902d3ce489a3104a6578966031dca3;1c0c0e4b147b9942aabd5dcd37aca2dae4beefa0cd28d1d46dade4457121a59c;1;404.74;404.74
445cab963fb1cdd1acee325f7c12d45300f52212d318895816660346aaeaa4f0;c135ed7691c62c5466cc6b39772d1ac4ef902d3ce489a3104a6578966031dca3;7cc8c23b622d76c399645499f2dcb8596ffd4c27d63e0427e5735b9110f7a7a9;1;11297.81;564.8905
fd3329578d5532eb65e525f66310692a5ffc44a2b9bb3b0216dfea4b0a6c21d4;221159bccf7c7efd9ecdf268548e886ee7cf01c3ae2c3a1f5541dd818d02942a;bbd29da19a60c986a4c55d4a5b22eb9fba5c36f9db0655625e7193b2d9aee54a;36;30617.300000000007;7423.195476200001
fd3329578d5532eb65e525f66310692a5ffc44a2b9bb3b0216dfea4b0a6c21d4;221159bccf7c7efd9ecdf268548e886ee7cf01c3ae2c3a1f5541dd818d02942a;20532a2c2e9ae7ddd4a3dbc720d18962a6babef58df972aeeadc808c1123348f;9;18515.67;4516.084033300001
962ac47b6e09a8b8dde9e9b1234bade0132acd79d1d77d68582c925e6e280738;7401077f138a9a4f88916e1fc065e209c5ef16a4271658a24cd6d4f31b20314d;deab98c560f44e4d6685b798c602e8499decfd780ff5f2e231130d09d7e35c39;2;4215.61;247.5572857
4f8c3c8f5ae379c1332bed1269e446cff797c9b101a1c533933a240909d0bf2b;1013fd687bd6245b71b71cb83397486f07e37c4519d20780a7d5bf3e3bf71432;4476afb518bbb6a31f227ba6063a2861de3aa0e39fd07ff1d8fd9c8b9ec34909;1;343.3;171.65
a0e2482569a8361899e7522e3f30f55cf86dd2e30dca6e2adfac3b116cdf2ae4;c3b74511e837e5354cd49a12288f6e4c85f0ba04da6dcb8cd0e07a5498aa50cc;6ec602e80e73c7ee9aba6a2e895f86a7d5c90531f4299cdba47b6faf27ddd9de;2;1387.02;1387.02
83eda5432ee6cb9a2cdd3792d29df307fe55b6aee315dda27b1acb480a443871;8c963486f08a90683452e00fb92eda14ec0255da0ff81e53ce72036d50b68e46;520726dfb12ef41f14cd2e956f0d6330d89844a8b9798adf2252dc43b3532821;3;30156.79;457.45508340000003
83eda5432ee6cb9a2cdd3792d29df307fe55b6aee315dda27b1acb480a443871;8c963486f08a90683452e00fb92eda14ec0255da0ff81e53ce72036d50b68e46;dc9422b75cb24ef3acfcbafb0c0f48868de8a32098e8491d406c9dbea1dbe9ee;1;416.88;416.88
cda5e949267bf6ccdf1ec62f252f36d46b7ee7525f99535a4fcf2ea2fe22598b;2c896769e1732da3daf57dc89076856c14019e943422e2cdfbc8927c4bc1d736;3fc862cb9314d34e022ee0baeed20ebc54b5ea44ab0bf93c9dcd7813135f8721;1;324.72;324.72
5bce1c13e6dc9aeecdb51d28c1c96331249c16fcbf9bd7a3bcdc44e87425465b;e6e883609abd28ea1ba96ed5d8e14f949e8f401989f728f8df365554972be2d3;0289f4100059aaafe13d90568ffddf498f478e2fe8cf1a7a8cfe6f3371922955;1;512.29;128.0725
5bce1c13e6dc9aeecdb51d28c1c96331249c16fcbf9bd7a3bcdc44e87425465b;e6e883609abd28ea1ba96ed5d8e14f949e8f401989f728f8df365554972be2d3;d8be822725a10d3e0e16eee78e7db1d23cf2ddfaa5c2175843eab6e40b43a4ac;1;310.5;310.5
cd95b45246442a3b0d62b37205e1b2a9eb5d44f6b2931f445d6dd44e5d519c59;c681656b820dc06bedfbacc43dcb669ea05fc9209300f007ef1da53adf52c35b;4794eeedb4791ca295ed90033382a5d60e695c1df9a8c8f1c6d578d74c6794e8;2;1148.1599999999999;592.48
a916bb5ac5966009773c0bf5c158c2d255c2cdca745879b56d5e268fe1d3e463;35ced4220a1dee5bb1318acadcda05e169e6bbd709fb92e43adf2234c57928ed;6718476c29dadd07a084b226659ae8dcd06c428db96fd40e6a3d6cc1050e2e9d;4;1568.49;459.554
dfde0c0d4c592647ad39e0604a38770bd8b078a7fb155925075c50e4d9cce5c5;469e1237b181ad5f8aed5a952b43a1a70e594907febd50e676db8adb91a688f9;39aa57acdbeff87a3fd93e1b4650002ed9a94e105f43f2efda37be60ee6e46e6;1;1027.95;205.59
60bdb59ecdb4e57d6e912c85d020ba339267b539ef39eefd91aa9d48d401924d;3aca56d28f1c1b9b731db17f1f83971ffb01bf785a8e49c82af4a9dc0870a0df;827a7f1fb6c2f335d7e157c2fd31972dec45097c06e21f79c01e60dce176eb19;1;288.84;288.84
23e1e6cc0500cff5f67b702f22780bea25730d84417fd27f7065ddffb79b41b3;2aef20c6ddf06f03c91159d54bf933c3d4bef46fd0871fcbb315f542239348f6;b7df19a47663932acb70c05ef389f7acdb633e30e862d4eb6a77ebafe1a28d6f;1;207.0;207.0
442f256a3e3182dff3b445e2dc72b74d3b74ed504cec10b3280136f1bfc5344f;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;8b910354f9867a52d96dad981b27b16441eb13982967643b42ec8a30945bdbe0;11;3760.6;2078.42575
9ec7e1a5a25e8dfcb7559997716f708faf74144ffe21f7bd28cd8d29640f8c24;c51d350232875433e84e6245af09059adb796246e483da51aea1f66dbc9ebed0;a746b32f039830bbd753cc35f63a3fe9ac2567497c2ee5cdf5df7f18f4a0dce7;1;317.95;317.95
9ecceb4017545ed553a48046696f8a51eb860283a7b53018a4baa8cb78af9b6d;ca65462797e322c1ad9630f0c377b4fb7a81f0ec25b5b8e705be2d1fcca72ae4;c18a73c9745f0d1f2166fa467d65dd66e678e4c007bd5cdba1b419740c764c46;1;12483.9;104.0325
4d66f9601dc5d4ddacf37c7564aab749101b6adc89e63174305b52357b694b53;54bcf0cda6aefa44c2ea1c60393e316d48bafcc3b0db40b9620e9cf8141462d4;7f2493a735fa5653e3f1ad293acfbc2669f75196fba57849c7bec9209b9a1271;1;240.6;120.3
f03b595941b6271c92a0f91df5a3ce8370af208653f6331674279c3269b6b5e9;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;cb7825e0869db8680910463ed72ebe2d3c55fb8e39f8ccfebf353fcb315bfbaa;7;8134.46;773.25102373
f03b595941b6271c92a0f91df5a3ce8370af208653f6331674279c3269b6b5e9;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;729e0f3ac63c1d6b5e06a312aa65005daca6cc233fb61abd9eebd42aa9de00b1;1;206.84;103.42
c2cab125547edcbcaed6b6516d2129e84d163d06af97d66ef5d6fb2ae50a6b26;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;8a1506fd6606a2c3c97d2861ba3b367f126557bd2752f1a17923feedb0ac0abe;1;447.04;447.04
6bbcd99fae2c001ecd5be5178bc9716eb1cb3f0f1ab264b91b23e6dd3616fd65;cdd6e609282dfb74c7a967d9c2fb5b2922297bfc87494aa2572363f489b3ac07;7e465d748d069a2345ce3ba970fc7903549b0d95ee3bbc347f5361688bd736a8;5;58593.06;2150.7693
8d8f969d83e30da0e66c94108f899f2cb479e9dca31f6e056867cf0fd2fb1fcc;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;ec4856754403d162e8444df8a77e2f526d03b79a1b9d4772d6c4639e4394bbf0;6;42111.079999999994;1498.37
225c08dfe7e7eb2eb8cfe76242568970bda86636f238d1b9d428a20050d41ca3;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;bd0ef90323488f725db1a14e30c51bb301e405a88333b8bd9c7a3521efd5df99;5;5113.119999999999;1259.507
563b25561f32f08375ee0b588608b30329f856f3a3f73d23504897697f5329e0;09c8f2e929b7f7dc22fa6a18f54368c571a517070b048609896a39f1b66ac073;5bb768858760721797098bb8265657b79ed675176575a4b4d625a56a76ab17da;4;29919.36;78.48960000000001
bf4b5a0e057e7057d831d1a899e13f9ed627a1e6916dc45dd2ebd6c932ebc326;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;834fc580b1a7c655318b4201e7ea698316e6911e1e6e484652ecf08fa3260059;20;69948.37999999999;3987.2083897400003
d930f5706a92c4f31ec21b490a75fd11a8c0e2e8616d634dd906bbdfc1783648;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;16150c86dd22959d992ce39399b593269c912fa79698dab102dc10a5c20dbead;3;3017.67;803.3718749999999
d930f5706a92c4f31ec21b490a75fd11a8c0e2e8616d634dd906bbdfc1783648;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;528fd0520b4e9e845c8a96de9b75d876bc1794a869be7dbb0c9ce432421e07c8;2;5456.85;909.475
749dab29db508fa3eb82440c18c025885ac62d059a47b3562bf06536e2b8dd15;bd5d9342dd007ca58632fc991cd8189bd2e4e3636e918d4f55138812d86db1df;3c19d4d461b5673ac1d1f86e48b43078732667b06441ad410024227bccd2389d;1;561.42;561.42
6d94c0627e42107cd96002c087ad5376f40547d816a95318e82699232e846baf;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;fe4194aa167d63963b162eda3890eb02b5e400288a040ef489c4dd7f084e33ed;2;285018.94999999995;46.11244709
6d94c0627e42107cd96002c087ad5376f40547d816a95318e82699232e846baf;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;9601a68be01dde4f2224eaec96dfd445560b2f8e49624c9b17c77c9c8ecf36ce;2;285018.94999999995;46.11244709
d8415e275fc39050656f1c46366ba5b0d4cdac26d0aa4c471330c37a3992ff54;8723aa8a67432b2ca2e8777c9668f3a4db08017926c0755a93d9ea9f71f0d37f;98a7379a621e132a319d16a65ed22c457a9d3d23906ac1de215ec6609ad0794a;1;4939.23;617.40375
cf2960b83f4827ff57946656b5deac19a0f58e2a444b3438c8f2c8e84b053058;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;1a10429d88e54e2120ea8d8fff408ec742f5daeab9576bec121122c3573346d2;1;338.61;16.9305
981e65c9648805abd148691a65123eb6607bc0d422c369b4b4ec17d8566b1717;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;7938eb33a3434b94eb7a0965eeadf7bd9dec228761f350257ffe07450cf01cdb;3;4322.139999999999;1558.228
077169eb0eaacd3b7c8296ac53a0a929f5bb3c3b7577a9828187a79bd8012cd2;66affd87099c6c83de25d73aacc7a64e3779de26ee3549c688c49375ef91d787;8254cf8b3daf5c800c1928344abf45df05fe1bc033a40447fc0e47b8374530f0;1;328.77;65.754
b16c9f6453c2264be031f8df26fce2a91a7faf5d09b968ad88b385c70cc08c53;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;d113463d379914f993454bfc1cbe1729ebc1a6ceb00806f0f986755ce18fb192;1;555376.0;34.711
22e1a0c3dbcbb0455274db62e6807393d8adc919933580f302a5b6cca0d010ac;299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;fadc19a837e5e6bb1530051097fe7e3fbc5b6d9ed56d947597b05e3240f01e97;29;260645.58000000002;9786.319485563
2232771cbca083d5ddd93d89afb5f42e6485677265d2e19dbc66d9f985f5de46;9ef304730724b5e6a1c08b549979be42a83f348751141d23603b03d0074e5ee2;4476afb518bbb6a31f227ba6063a2861de3aa0e39fd07ff1d8fd9c8b9ec34909;1;3209.5;9.17
cdf86633e17dbd55c069abb6fee3f1349da02f1ce2088833e2608bede5e10e79;ce6670cad78fb5810ab438d49c95ab8e9f905c43fc546f46b04ad9a84920065d;0878b7e21c0cd3f8a48349c9aeeff8ff57dd8cf910be4cb26ade05f856938f29;2;962.91;311.22642857
3d4bb70068b259e7aea860dbdbe4c4a340c9410ab353345227570f3f03c34ed4;ebcc634ad1e6531e1ae2fdf6a1536a28935bc22c8a390011da24aaf5981d69be;97a6c4bd3c4e533a1c3fc137271079205e1a265fd6981b5c7883663507c1c90a;1;237.47;59.3675
7ec0521116c0e52d3fc91e1c55db91fcaba64ff454b3dad324d58c3448361b06;7efa7c2fef2287c9dd089be05dd6f9120fda17be8bb41339dc9c6d74f144fbd6;aaa75c8a7f49652bbf68bf88e6907d2c0026a469b5d54ec5aebcdd792dea07b2;1;656.17;218.7233333
bb4cc279eaf7745a2747c4c7d23dd94abdddd671506bbbebffa1250f33f32dae;f4b0e78746ecaecf4bdff0fecd5d47118e3f32b993b993fefb75eacdff6cc612;781fa63bc4ca0942b387a3abbdba1a7f3607ee7a4218d7ee03ea8766f7bff6d5;3;3580.34;1051.2783333000002
3ccfa9c91c4b4c6b60c9abc1eb8aac4ea88382558655b08ac82384126350f3f2;fcfd653a5daab941a876b38d5ac201c2ba8fa7fea4153caef89932e26c9848df;c93d30f9aed805ff180424355ab154f078f3873de856ba3d4a01a6bc4198e8aa;1;614.42;614.42
5d659cd6ef1907a7b2900e410f8f274485fd077a6cb8f2e6f93ab49761974d8e;0babbcb08b4fe4dcc55946308cffb78a531f93b5cc77774deefcb530292d2a40;0bd8edee6695c4ca4253d042567d8499a2078156896952865c17925a66296475;1;636.34;636.34
f38cdac89ef2e33aeeba577a8ca415af50b36a2a533b95d34fcc50a85c4c7cbb;7716f14ef4a24e253037d18d7ee077be084413f7692f8df0bd2353a24301b0a2;2c53bd9e780a6c2ac73bfb9e7d80e7630c3ba797f4037e83816bb1ad8215a1a4;1;218.13;218.13
1cc6cdb077ce7174f55c1caa464c7cc721774feebb7dc17a792c35d59c587ee6;fe85295315737ebb13e3ebb2ad3cd5fe879e8a633b882d12e4b9882ccf1d0bfb;112bb63c249316c0094f6b0ce61969052339ecc1504e71b82a51b73c07e7b310;1;849.06;424.53
1c3c9901bf7e5a5fd279c1eb4fd0daf03be7276ef1c619e729ed5ef3370a0013;8782383709d9687c3e44c1afbd403ff888272bf7264e5e740bb2651ec589994f;fadc19a837e5e6bb1530051097fe7e3fbc5b6d9ed56d947597b05e3240f01e97;3;1686.9099999999999;262.5354167
4b4536d82b270135fdacc9d73cbcf6d88a16f0c4eb262567fcbbf0b8f67eb0d1;a4e504fb193e51f0e841db247e1888a4de34a971756d089d6bccd8d87a392588;3fc862cb9314d34e022ee0baeed20ebc54b5ea44ab0bf93c9dcd7813135f8721;1;302.88;60.576
bbe6ffcc78f80a8dd76b41e3793e788fb624b1fbee8843c649708cc319ec4b7c;bf3f62bfcbc13a136292a2615e3397bd2100a8e544635dd9d216de26493c4ccb;ad6687aa1caa09c41145e3d87b1d291deb60333cb4d57125d6f58a6c04cfc39b;1;22035.25;34.00501543
ef1e3b55a18f1f6ecb3259e969547c1fa15ca90d3c3e8d20bd4318758af329fd;f4b0e78746ecaecf4bdff0fecd5d47118e3f32b993b993fefb75eacdff6cc612;8898955452eaa410d70a02813b3bdeca0714e2a8faccbff51a84cca0fbac8493;4;1148.53;731.615
ef1e3b55a18f1f6ecb3259e969547c1fa15ca90d3c3e8d20bd4318758af329fd;f4b0e78746ecaecf4bdff0fecd5d47118e3f32b993b993fefb75eacdff6cc612;01c557647d65df170f842b812022b398779bb222ca4a446a8ba5bb35e0ccdf4d;2;596.87;596.87
c67e73026ddbc77775a5b81e010be6b6b1a13f0d532589d010dc86ef0c59d66b;b0d3076a4da178ea5eebbafd926dd38673fc4185bb08a52af1cfcf9f4ba89f94;e2eed0955246f48d252b57f90aff63b2149d8807ef00e3f14245d1823168dd0d;1;41184.77;257.4048125
87e679ef54647592d4ecaaf9025de16925005a8a822366c1b92c2176ca0f5590;bf1e6e7e47e8def3e58c3e8819447e1041911428ec8a35b50dce1c231ba5e07b;ee190c3afd6f646a058685351cf42f5a54b9af4a9656c71ea3e32aa1b0c0b889;1;408.96;408.96
cb414f998ddccbe46dffc5e37238925dc618d46ab15b6a5d0cca41ac6f4d8956;01c1a682b5c18384dbbf9e23720f44b42013d95a3da75f3fb1916ee76a2f218f;baf401fbbc22eb095087a24abf60caecc0a6fd0d6b611f5d62bc01d5840c7a17;1;2473.17;824.39
3eeb15b6fa859f2164c1d2643990b89541d745eb5b85136b21f36e8d325b4e90;ad633066ce40f22be4eba55a3afc04826dcca6d8cf8b14862167405d52cc08cb;7e8d420cd970c40f1ac9c81dfeca92d43b90d27088538a554b40b1685de69add;3;4502.42;1672.981
3eeb15b6fa859f2164c1d2643990b89541d745eb5b85136b21f36e8d325b4e90;ad633066ce40f22be4eba55a3afc04826dcca6d8cf8b14862167405d52cc08cb;b7236c449f2452f9357db90998a9bcb5623c9d7467fb01ef1d6a84fbcdb68c49;27;19555.26;10579.572999929998
169186c24249cc6e464d557446e72dff6f387232fe45c22901c033569e3506d9;447af41bb78c991d3c43f61326a571259670b55ac27e4dfe361b53d6384f9463;65283ec645a6036067a73ad28d8e5354abe87a490bd457359f3b36d28f0af468;3;2822.67;1810.9070000000002
98e0e1cc4d5fc46f0fe6f217125bfaa0d62add88aa1afcf0133cf8ee84e5b0aa;4b04fab8920cb4886b867cbfc51084b0786903a9160c528a87fbe7a53305bf3c;6b5a709bc194c025e3b2d2f5f8810f32625c08bd6bd1bb078a4da858f5c419a3;1;3488.67;697.734
d6a8aa2b62727de9f81063c6a8b11b72ec819f761c9d2d09c853e8f01b1dd249;4a9fc0f4b4c5cfd5a284b6f2819f7180858db57627146ba650cf3a124669e3b6;045d46db1a25a374ed741992dd81f6181953b5a7d1bae335b7a1a6d8f49febe6;7;25810.870000000003;1133.8055714
ba0cffec3e7fb708d56cd7d66d3ca2fe3b6b6a9fcf66465ac99bea48e06be3f7;b904a4b20891f22f221c9ef39320a00cbc7b321da04ce22b7870d69b0dfe826e;3e1767aa7567a0be7e6141c876d850f615d752f594e8356caae64517284fe42c;30;30978.97;10180.661777730002
ba0cffec3e7fb708d56cd7d66d3ca2fe3b6b6a9fcf66465ac99bea48e06be3f7;b904a4b20891f22f221c9ef39320a00cbc7b321da04ce22b7870d69b0dfe826e;f0633c72947ce85f4e3dfa7d07c1c374886cb62a8b706f07c1c794565004ec15;10;29259.1;5979.623
71fb2754e487225516f3d9d204a2db21dcd8e5a95f7ac14137ba0139c392705a;379ed972cf42cb4b402fce3e8aba0ba25f68368fc13476401e51cd8d6a6ab432;1c0c0e4b147b9942aabd5dcd37aca2dae4beefa0cd28d1d46dade4457121a59c;1;263.44;263.44
71fb2754e487225516f3d9d204a2db21dcd8e5a95f7ac14137ba0139c392705a;379ed972cf42cb4b402fce3e8aba0ba25f68368fc13476401e51cd8d6a6ab432;4e718554b0f7450719a0e070f1f95d938ca220fdab94c1ede2fc61b5184ad8a3;2;581.24;246.49833332999998
b5e7e8de67318c4188a1aefb183a322884c4775a722e31e87a3f24b7369c9c84;d671e39acd31230e67841f2e8ffb4b24cfd34daaa2b83b8da438d2acd2d3d55e;7ac6c50cd32b72591a7d5341a214a7cc11316ff398cb289db7eee5d92a0d796f;2;508.21999999999997;254.10999999999999
a6839b0223b40c2a78f2b579e0773ec999010a9ca76c0c8da7c066d944510c08;7baa0ebc878c3e5e48c20cc4b72c69172a176c81814b32d651c0bf4e1ffacf99;4548c5c834f8fbda1d605cd2154cd0221de53a26e59781c7a708889d16cdb99d;1;2436.48;135.36
87422a883578807c63f11f53ee796b1f029056ef7c645e0f311b48d2cec5f9de;730ada48f0a45298c6b46d7480cbc8ea60feb1ca5b32d38091ef8acd138f3582;729e0f3ac63c1d6b5e06a312aa65005daca6cc233fb61abd9eebd42aa9de00b1;1;321.81;16.0905
3a60c8cbeff950aa13361a937c24419fbfbaf96a30b4547e1e4e13b0fcb14912;3f0ea360cfa6b95a19236a0c9b696a3fc7198182af478286312468873032a77c;97bf54e6765bd3af7801eec2e3e4464ae9d308ead2700b283697c9102cdb7b9c;1;347.02;173.51
3a60c8cbeff950aa13361a937c24419fbfbaf96a30b4547e1e4e13b0fcb14912;3f0ea360cfa6b95a19236a0c9b696a3fc7198182af478286312468873032a77c;0621591e0a8b9781302e91883b30c8aad60d2dec0334a9a9878ca263d3507708;1;998.01;199.602
9f91b35a7841ac7bc6bcf98f90207009baaac479c34168599666273ebfd45ec1;4bca7eb117883c2322ddd15fb242ba86f83fc0f3deeff9638abd7a4cdf095b58;1bb4ff119689457bf888326cc35507fe2f313bcc75d90f415ebf4769bddf7091;1;404.74;404.74
889836542c5bc3480a71c04f2c166b1c32086de790adef538b51eed5776778bb;8c4c4ccad555144b886c36eb6b611869945a5c341732c0f418aee74320e0c8dc;c44ef19a4a373a586fc6c9b4898853d6bc318582744a4957aa210b24b0b60325;3;2744.38;876.0640000300001
dcebbfa9b980080a57f87cf86e79183befbfc43bf4ab4297ab8427fbc6fd0fe8;920bac96ed8d7f1a3bc9b241152ed8b62cdd26b6432a0e5bbee036556bc7ce0a;6ec602e80e73c7ee9aba6a2e895f86a7d5c90531f4299cdba47b6faf27ddd9de;6;3601.6399999999994;1430.6608333
beb71566a6fe2109452becd0013e4ba9167e2bf89c14867d26156cdf1eb167eb;fbfc2229f009c1acae6926529dceddbff27a5af0e38587287061b6fb3a843df1;6930d8a96d295c16ff17f750dc8aa0c25900c9d019d883649ac3f92990285c1b;1;287.73;17.983125
fd3329578d5532eb65e525f66310692a5ffc44a2b9bb3b0216dfea4b0a6c21d4;221159bccf7c7efd9ecdf268548e886ee7cf01c3ae2c3a1f5541dd818d02942a;ee190c3afd6f646a058685351cf42f5a54b9af4a9656c71ea3e32aa1b0c0b889;3;2106.98;895.3192857
fd3329578d5532eb65e525f66310692a5ffc44a2b9bb3b0216dfea4b0a6c21d4;221159bccf7c7efd9ecdf268548e886ee7cf01c3ae2c3a1f5541dd818d02942a;1a0379770490a49fec3e63a84e8be57a6ebd19e02d137289d16a6bb76ce60eb0;1;573.38;573.38
f279298db5588991d02f3112933abc22e91ddcd81bf074274099d6ca873d4d16;5ee026d93264013b3ae86974da9be265f81ba51294ff9230fbee746452896e61;f26810251c929b3077bf110db823b15e0eba633726cb44c04c03c18b4bb48e1d;2;921.86;318.446
f279298db5588991d02f3112933abc22e91ddcd81bf074274099d6ca873d4d16;5ee026d93264013b3ae86974da9be265f81ba51294ff9230fbee746452896e61;94e52c12ff111ee2bebc0ec9e3481d1a6323a33d00671674f134b8d3b28ca5d7;4;18235.79;828.76858093
5807ead1f7b9a4d977acd26d7c00615cecec3249c200ffdd6e0fbed17a502011;f6a296532de3498ab2bbc2e01c1c2ba7337ae333da18a6c5e486ac1eba9dfc0c;7b37462f032370b8370c34e99615ab8c250e48da1992086d3b70b9a37c46e33a;28;20570.83;11040.461333370002
5807ead1f7b9a4d977acd26d7c00615cecec3249c200ffdd6e0fbed17a502011;f6a296532de3498ab2bbc2e01c1c2ba7337ae333da18a6c5e486ac1eba9dfc0c;fe0de0fdad5ba29abbe29eac4c5264a9975f6919713bace7c5ff3cb8c0cb4241;1;300.23;300.23
c16f1d63fe00f55912a9e6c3fc0a5ab45f230594959f5cbcb8b31aedf51d3e46;4120e631a6afdad544e896982a10a000f14de38315760d11b0229a3aa46b34b2;aa217613ac40138b90027caddacf9d2b64b5a638c976ffe655d1b8b6def6faaf;2;7385.22;82.98
1db1c2c7307310fda3f050c9efd12213c01b868135deac49b9209b8a0879ee5c;4aff66a8c0f2d1c7754a00a3db434dfe971b3e66996a1b2589644525739e3220;06f1d67fd5ea60ad8665b166fca8f65d843ca1db5e0eff879c30e9bff6dccb9b;1;357.89;357.89
8f9f580696fcb0b4a86a6bc7e924dd532b04705a58db83a01404ae0277ccd273;f5f29f8282ee6bea1feb25ef05f5c0b5bf5c309e8980cbddae998312d531c517;4a60c14a0d9e20aab9881d7c7aa86c45c7aad1870a2b3a110b75d36b97b7a7e8;1;310.5;310.5
a5bc6a1309e7a313e7de9f9dc968680aa5b6da545b7025d2f7d5ecf46bcd1946;175a0efd60c5e96f18459b10aebc13d6d47cb765da79dc2283776fe3e350fced;b7c9f9395d8813b1b326f2eb585f11228857f33d94ccd3f72399855d3fd05759;7;4872.140000000001;2066.2180000000003
91964aacef10be6a27347deb5431d81700256150d2fdb0060475ef378bd95186;9ff8d58da9abcd93f5b5b8d0778435f65ee9d4e3c3a873926b95a9a7f9bfcf81;502e1d1e757d81c5b28f95f0f3b7ffe67d1ceb0c4e5b7430184c6e821adb3be5;1;212.81;106.405
5c15d3248f95ddd2af2ab6924b034d41c9d49eb042caa3e3167a169f22bf32ed;c681656b820dc06bedfbacc43dcb669ea05fc9209300f007ef1da53adf52c35b;dc09efd392f57b0c581b7ee60dc5e8066b6efd990d26ab866b8fef237f5c4e59;1;220.18;4.003272727
f0e839f8b74567033bc58142df4585bc638159ef6defb2336b94b93a84010cce;d0bde08cfa4171ba3d44424ebdd55ab665eb8dc6031caf0f4f4803dad7a633df;39aa57acdbeff87a3fd93e1b4650002ed9a94e105f43f2efda37be60ee6e46e6;1;201.48;201.48
60bdb59ecdb4e57d6e912c85d020ba339267b539ef39eefd91aa9d48d401924d;3aca56d28f1c1b9b731db17f1f83971ffb01bf785a8e49c82af4a9dc0870a0df;715e695b25109fb45eee05e3a9c7ba9a3f612c00ce66dbd8da28bb139f22945b;2;1098.21;403.4966667
23e1e6cc0500cff5f67b702f22780bea25730d84417fd27f7065ddffb79b41b3;2aef20c6ddf06f03c91159d54bf933c3d4bef46fd0871fcbb315f542239348f6;d5cfc47c95caf16fb61fadbe5c68d195660d680361d278f8f08acf24e4d82d40;1;662.85;662.85
bd651a6b3176f916b3fe4fdc93d900babe6a5c421a10bce82f1b2a7d6189d435;d6d11ee0f707b42e6097432130694cd06f8367017adf6bea1f982cfb08daa31f;d09c60eb5d413264b1ac6878d74fab228206f5f52ccb356b282098fb7ff53f10;1;7461.08;49.74053333
